사용월,호선명,역ID,지하철역,유임승차,유임하차,무임승차,무임하차
Dec-22,9호선,4103,공항시장,64504,69555,23182,24984
Dec-22,9호선,4104,신방화,156735,152073,46515,46402
Dec-22,9호선,4105,마곡나루(서울식물원),338844,330067,31808,30668
Dec-22,9호선,4106,양천향교,232809,238593,44321,44177
Dec-22,9호선,4107,가양,497914,485231,130163,126891
Dec-22,9호선,4108,증미,164436,153408,34229,34492
Dec-22,9호선,4109,등촌,257703,243676,78316,78804
Dec-22,9호선,4110,염창,446477,425646,72406,71438
Dec-22,9호선,4111,신목동,99903,84742,21742,20462
Dec-22,9호선,4112,선유도,213522,200837,29013,28047
Dec-22,9호선,4113,당산,499489,494740,68404,63438
Dec-22,9호선,4114,국회의사당,403401,416194,58648,52721
Dec-22,9호선,4115,여의도,826223,767181,53411,47534
Dec-22,9호선,4116,샛강,151473,149293,26913,27100
Dec-22,9호선,4117,노량진,718544,697812,91825,90080
Dec-22,9호선,4118,노들,105557,86038,32064,29374
Dec-22,9호선,4119,흑석(중앙대입구),206590,213470,54365,55032
Dec-22,9호선,4120,동작(현충원),40073,29974,8572,6989
Dec-22,9호선,4121,구반포,25019,26140,11043,11198
Dec-22,9호선,4122,신반포,87413,85691,22649,22965
Dec-22,9호선,4123,고속터미널,375465,532226,62303,71854
Dec-22,9호선,4124,사평,91311,87038,22500,22605
Dec-22,9호선,4125,신논현,872713,859982,53535,52058
Dec-22,공항철도 1호선,4201,서울역,324498,287217,32481,28749
Dec-22,공항철도 1호선,4202,공덕,67763,95604,7951,10025
Dec-22,공항철도 1호선,4203,홍대입구,376506,383503,18000,16810
Dec-22,공항철도 1호선,4204,디지털미디어시티,362845,336844,27398,25611
Dec-22,공항철도 1호선,4206,마곡나루(서울식물원),249723,246631,13593,14155
Dec-22,공항철도 1호선,4207,김포공항,301559,172079,23292,15248
Dec-22,공항철도 1호선,4208,계양,321397,295387,31972,30245
Dec-22,공항철도 1호선,4209,검암,175072,171758,16116,16051
Dec-22,공항철도 1호선,4210,청라국제도시,188288,178763,13356,13170
Dec-22,공항철도 1호선,4211,운서,228938,236652,27578,27491
Dec-22,공항철도 1호선,4212,공항화물청사,53425,56261,9054,8727
Dec-22,공항철도 1호선,4213,인천공항1터미널,319264,299278,24240,22109
Dec-22,공항철도 1호선,4215,인천공항2터미널,117444,104116,10926,10038
Dec-22,공항철도 1호선,4217,영종,92963,93546,19960,19761
Dec-22,9호선2~3단계,4126,언주,286393,292187,30405,29710
Dec-22,9호선2~3단계,4127,선정릉,245083,271869,26404,27458
Dec-22,9호선2~3단계,4128,삼성중앙,184895,194847,26561,26488
Dec-22,9호선2~3단계,4129,봉은사,557826,587027,54236,51572
Dec-22,9호선2~3단계,4130,종합운동장,129967,125304,19443,17833
Dec-22,9호선2~3단계,4131,삼전,176312,166587,36060,35446
Dec-22,9호선2~3단계,4132,석촌고분,159920,156051,36954,37396
Dec-22,9호선2~3단계,4133,석촌,232602,204624,36911,32204
Dec-22,9호선2~3단계,4134,송파나루,141140,154393,27810,29189
Dec-22,9호선2~3단계,4135,한성백제,65872,58182,16404,14815
Dec-22,9호선2~3단계,4136,올림픽공원(한국체대),235663,243802,29581,29795
Dec-22,9호선2~3단계,4137,둔촌오륜,27381,25524,6958,7362
Dec-22,9호선2~3단계,4138,중앙보훈병원,238705,202754,74294,72575
Dec-22,우이신설선,4701,북한산우이,56172,47851,31106,31961
Dec-22,우이신설선,4702,솔밭공원,46515,40371,26744,27852
Dec-22,우이신설선,4703,4.19민주묘지,63922,62573,32483,29942
Dec-22,우이신설선,4704,가오리,76518,72243,45174,46093
Dec-22,우이신설선,4705,화계,61061,53239,40414,40702
Dec-22,우이신설선,4706,삼양,33020,33391,24793,27404
Dec-22,우이신설선,4707,삼양사거리,39521,38937,33276,33758
Dec-22,우이신설선,4708,솔샘,134730,120835,38337,39592
Dec-22,우이신설선,4709,북한산보국문,144892,131116,42134,42252
Dec-22,우이신설선,4710,정릉,95544,87487,44706,43119
Dec-22,우이신설선,4711,성신여대입구(돈암),76535,90856,28279,27776
Dec-22,우이신설선,4712,보문,31549,32014,14990,14792
Dec-22,우이신설선,4713,신설동,35703,36847,28431,25435
Dec-22,신림선,4401,샛강,56938,74668,10980,10699
Dec-22,신림선,4402,대방,61877,46978,14513,11712
Dec-22,신림선,4403,서울지방병무청,55409,61220,20461,22357
Dec-22,신림선,4404,보라매,81056,74032,19767,17170
Dec-22,신림선,4405,보라매공원,40413,43243,12853,13726
Dec-22,신림선,4406,보라매병원,146606,153561,42666,42491
Dec-22,신림선,4407,당곡,92019,89283,31497,31386
Dec-22,신림선,4408,신림,35705,52287,14219,16149
Dec-22,신림선,4409,서원,75344,61743,20451,20228
Dec-22,신림선,4410,서울대벤처타운,181421,168554,53586,55086
Dec-22,신림선,4411,관악산(서울대),46924,47372,22535,22796
