날짜,지점,평균기온(℃),최저기온(℃),최고기온(℃)

	2002-06-01,108,20.2,17.1,24.8
	2002-06-02,108,22.9,15.3,30
	2002-06-03,108,23.4,17.6,29.1
	2002-06-04,108,22.4,18.2,27.6
	2002-06-05,108,25.2,19.1,31.4
	2002-06-06,108,25.9,21.2,31.2
	2002-06-07,108,25.2,19.6,30.6
	2002-06-08,108,22.1,19.4,27.1
	2002-06-09,108,22.8,18.3,28
	2002-06-10,108,22.4,20,26.6
	2002-06-11,108,21.9,19,26.8
	2002-06-12,108,18.6,16.6,22.9
	2002-06-13,108,19.7,16,24.4
	2002-06-14,108,20.4,16.4,25
	2002-06-15,108,20.6,17.4,24.8
	2002-06-16,108,22.4,15.7,28.6
	2002-06-17,108,23.2,17.9,28.4
	2002-06-18,108,23.4,19,28.9
	2002-06-19,108,22.3,20.2,26.2
	2002-06-20,108,22.2,19.2,26.1
	2002-06-21,108,23.6,18.8,28.4
	2002-06-22,108,23.7,18.9,29.2
	2002-06-23,108,18.1,16.9,21.3
	2002-06-24,108,16.4,15.3,17.7
	2002-06-25,108,19.8,15.5,25
	2002-06-26,108,20.9,14.5,27.7
	2002-06-27,108,21.6,16.5,27.5
	2002-06-28,108,23.6,17.4,30
	2002-06-29,108,25.8,18.9,32
	2002-06-30,108,26.3,22.4,31.5
	

